2,0
22,2
18,1
12,0
5,0
7,0
12,0
3,1
5,0
13,1
10,1
7,0
8,0
5,0
12,0
11,0
2,0
9,0
9,0
17,0
7,0
2,0
2,0
7,0
6,0
19,1
10,0
2,0
24,1
20,0
9,0
2,0
13,0
7,0
16,0
6,0
8,0
10,0
15,0
18,0
9,0
30,1
13,0
6,0
7,0
15,0
8,0
8,0
2,0
10,0
19,0
10,0
5,0
5,0
6,0
9,0
22,0
12,0
9,0
20,1
7,0
6,0
13,0
2,0
10,0
21,0
8,0
8,0
19,0
21,0
7,0
5,0
21,0
5,0
11,0
13,0
7,0
18,0
20,1
6,0
9,0
13,0
8,0
7,0
13,1
7,0
2,0
14,0
16,0
6,0
7,0
11,0
27,0
20,0
19,0
2,0
11,0
7,0
35,0
8,0
9,0
8,0
4,0
16,0
14,0
14,0
20,0
11,0
16,0
10,0
14,0
7,0
15,0
11,0
11,0
2,0
2,0
15,0
9,0
11,0
2,0
18,0
6,0
5,0
15,0
7,0
34,0
15,0
19,0
18,0
3,0
16,0
8,0
5,0
9,0
5,0
3,0
25,0
25,0
12,0
5,0
26,0
8,0
12,0
11,1
14,0
27,0
16,1
9,0
2,0
35,0
3,0
9,0
11,0
10,1
5,0
10,0
9,0
12,0
7,0
11,0
2,0
7,0
8,0
6,0
22,0
16,1
5,0
2,0
28,0
16,0
7,0
15,0
7,0
14,0
8,0
13,0
4,0
5,0
13,0
11,0
11,0
3,0
9,0
12,0
2,0
8,0
12,0
14,0
11,0
16,0
2,0
7,0
19,0
7,0
13,0
12,0
4,0
2,0
49,0
16,0
13,1
7,0
3,0
6,0
19,0
2,0
10,0
18,0
6,0
15,0
22,0
7,0
15,0
14,0
12,0
6,0
6,0
2,0
17,0
3,0
7,0
9,0
8,1
8,0
20,0
2,0
13,0
11,0
3,0
14,0
11,0
8,0
14,0
12,0
30,0
2,0
10,0
10,0
8,0
18,0
9,0
14,0
13,0
5,0
12,0
7,0
12,0
14,0
11,1
12,0
12,0
13,0
5,0
23,0
41,0
22,0
4,0
12,0
3,0
16,0
3,0
11,0
9,0
7,0
8,0
10,0
3,0
20,0
10,0
9,0
2,0
7,0
8,0
9,0
13,0
16,0
18,0
7,0
34,0
6,0
18,0
8,1
7,0
22,0
3,0
8,0
17,0
5,0
25,0
9,0
13,0
12,0
9,0
33,0
3,0
8,0
25,0
10,0
2,0
5,0
7,0
2,0
2,0
14,0
3,0
7,0
9,0
17,0
15,0
5,0
4,0
12,0
6,0
8,0
5,0
5,0
22,0
5,0
29,0
26,1
11,0
5,0
7,0
3,0
5,0
9,0
2,0
38,0
5,1
4,0
9,0
13,0
6,0
12,0
7,0
18,0
10,0
13,0
16,0
12,0
2,0
16,0
5,0
25,0
9,0
8,0
5,0
13,1
14,0
5,0
10,0
9,0
9,0
7,0
13,0
16,0
29,0
8,0
3,0
2,0
6,0
8,0
6,0
6,0
16,0
8,0
13,1
4,0
26,0
2,0
11,0
14,1
7,0
10,0
6,0
6,0
12,1
7,0
2,0
2,0
2,0
7,0
9,0
4,0
6,0
9,0
3,0
2,0
7,0
13,0
12,0
9,0
6,0
5,0
9,0
2,0
6,0
9,0
18,0
18,0
7,0
10,0
4,0
13,0
25,0
11,0
8,0
12,0
7,0
2,0
16,0
10,0
5,0
25,0
23,0
6,0
13,1
13,0
16,0
21,0
16,1
9,0
19,0
8,0
12,0
13,0
19,0
8,0
5,0
7,0
16,1
11,0
16,0
10,0
8,0
5,0
8,0
21,0
14,0
27,0
13,0
19,0
13,0
18,0
21,0
5,0
25,0
12,0
17,0
3,0
3,0
7,0
9,0
11,0
7,0
13,0
16,0
10,0
5,0
7,0
11,1
11,0
26,0
2,0
2,0
14,0
5,0
13,0
8,0
11,0
21,0
17,0
17,0
6,0
11,1
15,0
21,0
28,0
14,0
3,0
2,0
22,0
15,0
11,0
5,0
17,0
12,0
10,0
21,0
13,0
9,0
7,0
16,0
4,0
5,0
10,0
3,0
13,0
11,0
7,0
2,0
2,0
4,0
7,0
9,0
2,0
14,0
5,0
11,0
6,0
21,0
7,0
34,0
6,0
18,0
17,0
6,0
10,0
5,0
5,0
7,0
2,0
15,0
16,0
21,0
2,0
6,0
20,0
21,0
20,0
2,0
14,0
14,0
16,0
5,0
31,1
14,0
27,0
4,0
6,0
7,0
11,0
22,0
6,0
9,0
29,0
8,0
15,0
22,1
8,0
26,0
8,0
16,0
9,0
19,0
7,0
6,0
11,0
7,0
11,0
18,0
3,0
6,0
2,0
3,0
18,0
17,0
18,0
13,0
10,0
17,0
19,0
13,0
11,0
6,0
8,0
3,0
14,0
14,0
15,0
10,0
59,0
9,0
11,0
21,0
9,0
15,0
15,0
4,0
9,0
12,0
2,0
9,0
6,0
6,0
13,0
5,0
6,0
72,0
