2,45
44,7
4,0
42,1
1,0
62,1
18,0
8,0
16,0
14,0
52,1
28,0
4,0
52,1
38,1
8,0
2,0
62,1
6,0
1,0
4,0
25,0
21,0
25,0
2,0
3,0
1,0
1,0
19,0
5,0
14,0
31,1
54,1
15,0
2,0
1,0
57,0
40,0
18,0
2,0
21,0
8,0
20,1
9,0
79,1
12,0
68,1
1,0
7,0
107,1
48,0
13,0
58,1
22,1
38,0
1,0
3,0
10,0
3,0
6,0
1,0
33,0
5,0
27,0
40,0
4,0
46,0
18,1
54,0
18,0
1,0
35,0
1,0
44,1
86,1
2,0
1,0
22,0
73,1
1,0
34,0
12,0
3,0
31,0
26,0
25,1
7,0
88,1
27,0
8,0
1,0
41,0
32,0
34,0
75,1
41,0
3,0
53,0
17,0
65,0
1,0
47,0
6,0
1,0
18,0
13,0
4,0
24,0
2,0
15,0
16,0
9,0
28,0
14,0
1,0
5,0
41,1
2,0
34,0
24,0
34,0
3,0
7,0
9,0
24,0
73,0
12,0
24,0
109,1
9,0
6,0
52,0
9,1
79,0
3,0
11,0
16,0
43,0
7,0
11,0
5,0
2,0
18,0
23,0
123,1
1,0
24,0
15,0
112,0
34,0
24,0
16,0
1,0
37,0
134,1
22,0
59,0
3,0
30,0
35,0
5,0
23,0
9,0
40,0
1,0
45,0
12,0
1,0
43,0
2,0
79,0
27,0
4,0
4,0
6,0
25,1
19,0
31,0
3,0
13,0
12,0
10,0
1,0
5,0
79,0
15,0
3,0
4,0
6,0
4,0
8,0
17,0
1,0
8,1
37,0
64,0
28,0
3,0
12,0
5,0
41,0
160,1
65,1
2,0
17,0
2,0
13,0
13,0
10,0
2,0
62,0
3,0
27,0
1,0
56,0
2,0
2,0
10,0
23,0
13,0
2,0
16,0
47,0
29,0
8,0
30,0
25,0
2,0
12,0
30,0
19,0
30,0
1,0
85,1
67,0
159,1
59,0
64,0
78,0
18,0
1,0
33,0
2,0
39,0
20,0
29,0
18,0
67,0
78,1
2,0
11,0
16,0
2,0
4,0
15,0
59,0
4,0
118,0
53,0
37,0
40,0
19,0
9,0
21,0
6,0
25,0
54,1
3,0
22,0
61,1
47,0
4,0
27,0
13,0
28,0
19,0
1,0
2,0
5,0
50,0
49,0
111,1
1,0
43,0
6,0
16,0
7,0
6,0
45,0
2,0
18,0
24,0
18,0
14,0
3,0
36,0
14,0
19,0
1,0
1,0
3,0
14,0
20,0
12,0
32,0
11,0
6,0
40,0
2,0
22,0
37,0
149,1
4,0
