Task,Run,Result,Domain to logic transformation time,Logic to solver transformation time,Solver time,Postprocessing time,Solution0FoundAt,Solution1DetailedStatistics,ExplorationInitializationTime,TransformationExecutionTime,ScopePropagationTime,MustRelationPropagationTime,TypeAnalysisTime,StateCoderTime,StateCoderFailCount,SolutionCopyTime,States,ForwardTime,BacktrackingTime,GlobalConstraintEvaluationTime,FitnessCalculationTime,ActivationSelectionTime,Decisions,Transformations,ScopePropagations,ScopePropagationsSolverCalls,NumericalSolverSumTime,NumericalSolverProblemFormingTime,NumericalSolverSolvingTime,NumericalSolverInterpretingSolution,NumericalSolverCachingTime,NumericalSolverCallNumber,NumericalSolverCachedAnswerNumber
1,1,ModelResultImpl,33,1355,1039,9157,1044,(TransformationExecutionTime20|ForwardTime:720|Backtrackingtime:78|GlobalConstraintEvaluationTime:10|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),25,20,426,0,5,163,0,1,315,720,90,10,5,0,314,506,508,92,0,0,0,0,0,0,0

